country,item_names,item_prices_usd,categoria_propia
Jordan,Tomato(1kg),0.72,"Alimentos, bebidas y tabaco"
Argentina,Tomato(1kg),1.53,"Alimentos, bebidas y tabaco"
Cuba,Tomato(1kg),1.2,"Alimentos, bebidas y tabaco"
Palestine,Tomato(1kg),1.26,"Alimentos, bebidas y tabaco"
Jamaica,Tomato(1kg),2.51,"Alimentos, bebidas y tabaco"
Saudi Arabia,Tomato(1kg),1.64,"Alimentos, bebidas y tabaco"
Japan,Tomato(1kg),4.19,"Alimentos, bebidas y tabaco"
Kuwait,Tomato(1kg),1.53,"Alimentos, bebidas y tabaco"
Mauritius,Tomato(1kg),2.97,"Alimentos, bebidas y tabaco"
Ukraine,Tomato(1kg),1.89,"Alimentos, bebidas y tabaco"
Brazil,Tomato(1kg),1.58,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Tomato(1kg),1.62,"Alimentos, bebidas y tabaco"
North Macedonia,Tomato(1kg),1.66,"Alimentos, bebidas y tabaco"
Oman,Tomato(1kg),1.2,"Alimentos, bebidas y tabaco"
Uzbekistan,Tomato(1kg),1.64,"Alimentos, bebidas y tabaco"
Taiwan,Tomato(1kg),3.16,"Alimentos, bebidas y tabaco"
Colombia,Tomato(1kg),1.35,"Alimentos, bebidas y tabaco"
Iraq,Tomato(1kg),0.66,"Alimentos, bebidas y tabaco"
Libya,Tomato(1kg),0.53,"Alimentos, bebidas y tabaco"
Peru,Tomato(1kg),1.01,"Alimentos, bebidas y tabaco"
Iran,Tomato(1kg),0.59,"Alimentos, bebidas y tabaco"
Kenya,Tomato(1kg),0.8,"Alimentos, bebidas y tabaco"
Egypt,Tomato(1kg),0.33,"Alimentos, bebidas y tabaco"
Ecuador,Tomato(1kg),1.31,"Alimentos, bebidas y tabaco"
Philippines,Tomato(1kg),1.58,"Alimentos, bebidas y tabaco"
Morocco,Tomato(1kg),0.76,"Alimentos, bebidas y tabaco"
China,Tomato(1kg),1.2,"Alimentos, bebidas y tabaco"
Tunisia,Tomato(1kg),0.7,"Alimentos, bebidas y tabaco"
Sri Lanka,Tomato(1kg),1.39,"Alimentos, bebidas y tabaco"
India,Tomato(1kg),0.52,"Alimentos, bebidas y tabaco"
Malaysia,Tomato(1kg),1.21,"Alimentos, bebidas y tabaco"
Bolivia,Tomato(1kg),1.09,"Alimentos, bebidas y tabaco"
Thailand,Tomato(1kg),1.36,"Alimentos, bebidas y tabaco"
Algeria,Tomato(1kg),0.72,"Alimentos, bebidas y tabaco"
Nigeria,Tomato(1kg),2.52,"Alimentos, bebidas y tabaco"
Vietnam,Tomato(1kg),1.05,"Alimentos, bebidas y tabaco"
Nepal,Tomato(1kg),0.64,"Alimentos, bebidas y tabaco"
Indonesia,Tomato(1kg),1.2,"Alimentos, bebidas y tabaco"
Bangladesh,Tomato(1kg),0.65,"Alimentos, bebidas y tabaco"
Pakistan,Tomato(1kg),0.47,"Alimentos, bebidas y tabaco"
Switzerland,Banana(1kg),2.69,"Alimentos, bebidas y tabaco"
Denmark,Banana(1kg),3.0,"Alimentos, bebidas y tabaco"
United States,Banana(1kg),1.68,"Alimentos, bebidas y tabaco"
Belgium,Banana(1kg),1.92,"Alimentos, bebidas y tabaco"
Luxembourg,Banana(1kg),1.83,"Alimentos, bebidas y tabaco"
United Kingdom,Banana(1kg),1.44,"Alimentos, bebidas y tabaco"
Israel,Banana(1kg),2.12,"Alimentos, bebidas y tabaco"
Canada,Banana(1kg),1.43,"Alimentos, bebidas y tabaco"
Norway,Banana(1kg),2.15,"Alimentos, bebidas y tabaco"
Netherlands,Banana(1kg),2.33,"Alimentos, bebidas y tabaco"
Ireland,Banana(1kg),2.05,"Alimentos, bebidas y tabaco"
Australia,Banana(1kg),2.65,"Alimentos, bebidas y tabaco"
Greece,Banana(1kg),1.91,"Alimentos, bebidas y tabaco"
Uruguay,Banana(1kg),2.59,"Alimentos, bebidas y tabaco"
Cyprus,Banana(1kg),1.96,"Alimentos, bebidas y tabaco"
Austria,Banana(1kg),2.18,"Alimentos, bebidas y tabaco"
Italy,Banana(1kg),2.0,"Alimentos, bebidas y tabaco"
Malta,Banana(1kg),1.95,"Alimentos, bebidas y tabaco"
France,Banana(1kg),2.18,"Alimentos, bebidas y tabaco"
Finland,Banana(1kg),1.88,"Alimentos, bebidas y tabaco"
New Zealand,Banana(1kg),2.31,"Alimentos, bebidas y tabaco"
Germany,Banana(1kg),1.41,"Alimentos, bebidas y tabaco"
Spain,Banana(1kg),1.81,"Alimentos, bebidas y tabaco"
Estonia,Banana(1kg),1.39,"Alimentos, bebidas y tabaco"
Slovenia,Banana(1kg),1.67,"Alimentos, bebidas y tabaco"
Lithuania,Banana(1kg),1.66,"Alimentos, bebidas y tabaco"
Sweden,Banana(1kg),2.42,"Alimentos, bebidas y tabaco"
Singapore,Banana(1kg),3.16,"Alimentos, bebidas y tabaco"
Portugal,Banana(1kg),1.35,"Alimentos, bebidas y tabaco"
Latvia,Banana(1kg),1.74,"Alimentos, bebidas y tabaco"
Bulgaria,Banana(1kg),1.8,"Alimentos, bebidas y tabaco"
Croatia,Banana(1kg),1.55,"Alimentos, bebidas y tabaco"
Montenegro,Banana(1kg),1.77,"Alimentos, bebidas y tabaco"
Albania,Banana(1kg),2.34,"Alimentos, bebidas y tabaco"
Hungary,Banana(1kg),1.75,"Alimentos, bebidas y tabaco"
Armenia,Banana(1kg),1.75,"Alimentos, bebidas y tabaco"
Panama,Banana(1kg),1.33,"Alimentos, bebidas y tabaco"
Venezuela,Banana(1kg),1.33,"Alimentos, bebidas y tabaco"
Costa Rica,Banana(1kg),1.66,"Alimentos, bebidas y tabaco"
Romania,Banana(1kg),1.54,"Alimentos, bebidas y tabaco"
Mexico,Banana(1kg),1.44,"Alimentos, bebidas y tabaco"
Georgia,Banana(1kg),1.65,"Alimentos, bebidas y tabaco"
Kazakhstan,Banana(1kg),2.12,"Alimentos, bebidas y tabaco"
Hong Kong (China),Banana(1kg),2.59,"Alimentos, bebidas y tabaco"
Azerbaijan,Banana(1kg),1.64,"Alimentos, bebidas y tabaco"
Poland,Banana(1kg),1.56,"Alimentos, bebidas y tabaco"
Slovakia,Banana(1kg),1.83,"Alimentos, bebidas y tabaco"
Czech Republic,Banana(1kg),1.67,"Alimentos, bebidas y tabaco"
Chile,Banana(1kg),1.69,"Alimentos, bebidas y tabaco"
Serbia,Banana(1kg),1.65,"Alimentos, bebidas y tabaco"
Qatar,Banana(1kg),1.55,"Alimentos, bebidas y tabaco"
United Arab Emirates,Banana(1kg),1.75,"Alimentos, bebidas y tabaco"
South Africa,Banana(1kg),1.36,"Alimentos, bebidas y tabaco"
Turkey,Banana(1kg),1.39,"Alimentos, bebidas y tabaco"
Belarus,Banana(1kg),1.63,"Alimentos, bebidas y tabaco"
Russia,Banana(1kg),1.23,"Alimentos, bebidas y tabaco"
Moldova,Banana(1kg),1.85,"Alimentos, bebidas y tabaco"
South Korea,Banana(1kg),3.38,"Alimentos, bebidas y tabaco"
Jordan,Banana(1kg),1.61,"Alimentos, bebidas y tabaco"
Argentina,Banana(1kg),1.59,"Alimentos, bebidas y tabaco"
Cuba,Banana(1kg),1.06,"Alimentos, bebidas y tabaco"
Palestine,Banana(1kg),1.34,"Alimentos, bebidas y tabaco"
Jamaica,Banana(1kg),2.91,"Alimentos, bebidas y tabaco"
Saudi Arabia,Banana(1kg),1.61,"Alimentos, bebidas y tabaco"
Japan,Banana(1kg),2.21,"Alimentos, bebidas y tabaco"
Kuwait,Banana(1kg),1.76,"Alimentos, bebidas y tabaco"
Mauritius,Banana(1kg),1.77,"Alimentos, bebidas y tabaco"
Ukraine,Banana(1kg),1.5,"Alimentos, bebidas y tabaco"
Brazil,Banana(1kg),1.34,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Banana(1kg),1.55,"Alimentos, bebidas y tabaco"
North Macedonia,Banana(1kg),1.35,"Alimentos, bebidas y tabaco"
Oman,Banana(1kg),1.81,"Alimentos, bebidas y tabaco"
Uzbekistan,Banana(1kg),1.84,"Alimentos, bebidas y tabaco"
Taiwan,Banana(1kg),1.98,"Alimentos, bebidas y tabaco"
Colombia,Banana(1kg),1.07,"Alimentos, bebidas y tabaco"
Iraq,Banana(1kg),1.09,"Alimentos, bebidas y tabaco"
Libya,Banana(1kg),1.18,"Alimentos, bebidas y tabaco"
Peru,Banana(1kg),0.95,"Alimentos, bebidas y tabaco"
Iran,Banana(1kg),1.48,"Alimentos, bebidas y tabaco"
Kenya,Banana(1kg),0.9,"Alimentos, bebidas y tabaco"
Egypt,Banana(1kg),0.44,"Alimentos, bebidas y tabaco"
Ecuador,Banana(1kg),1.24,"Alimentos, bebidas y tabaco"
Philippines,Banana(1kg),1.45,"Alimentos, bebidas y tabaco"
Morocco,Banana(1kg),1.15,"Alimentos, bebidas y tabaco"
China,Banana(1kg),1.36,"Alimentos, bebidas y tabaco"
Tunisia,Banana(1kg),2.75,"Alimentos, bebidas y tabaco"
Sri Lanka,Banana(1kg),1.0,"Alimentos, bebidas y tabaco"
India,Banana(1kg),0.74,"Alimentos, bebidas y tabaco"
Malaysia,Banana(1kg),1.16,"Alimentos, bebidas y tabaco"
Bolivia,Banana(1kg),1.04,"Alimentos, bebidas y tabaco"
Thailand,Banana(1kg),1.13,"Alimentos, bebidas y tabaco"
Algeria,Banana(1kg),3.03,"Alimentos, bebidas y tabaco"
Nigeria,Banana(1kg),2.33,"Alimentos, bebidas y tabaco"
Vietnam,Banana(1kg),1.04,"Alimentos, bebidas y tabaco"
Nepal,Banana(1kg),0.98,"Alimentos, bebidas y tabaco"
Indonesia,Banana(1kg),1.39,"Alimentos, bebidas y tabaco"
Bangladesh,Banana(1kg),0.92,"Alimentos, bebidas y tabaco"
Pakistan,Banana(1kg),0.65,"Alimentos, bebidas y tabaco"
Switzerland,Onion(1kg),2.53,"Alimentos, bebidas y tabaco"
Denmark,Onion(1kg),1.73,"Alimentos, bebidas y tabaco"
United States,Onion(1kg),3.04,"Alimentos, bebidas y tabaco"
Belgium,Onion(1kg),1.47,"Alimentos, bebidas y tabaco"
Luxembourg,Onion(1kg),1.62,"Alimentos, bebidas y tabaco"
United Kingdom,Onion(1kg),1.32,"Alimentos, bebidas y tabaco"
Israel,Onion(1kg),1.39,"Alimentos, bebidas y tabaco"
Canada,Onion(1kg),2.64,"Alimentos, bebidas y tabaco"
Norway,Onion(1kg),2.19,"Alimentos, bebidas y tabaco"
Netherlands,Onion(1kg),1.73,"Alimentos, bebidas y tabaco"
Ireland,Onion(1kg),1.39,"Alimentos, bebidas y tabaco"
Australia,Onion(1kg),2.17,"Alimentos, bebidas y tabaco"
Greece,Onion(1kg),1.24,"Alimentos, bebidas y tabaco"
Uruguay,Onion(1kg),1.94,"Alimentos, bebidas y tabaco"
Cyprus,Onion(1kg),1.3,"Alimentos, bebidas y tabaco"
Austria,Onion(1kg),1.77,"Alimentos, bebidas y tabaco"
Italy,Onion(1kg),1.59,"Alimentos, bebidas y tabaco"
Malta,Onion(1kg),1.96,"Alimentos, bebidas y tabaco"
France,Onion(1kg),2.22,"Alimentos, bebidas y tabaco"
Finland,Onion(1kg),1.75,"Alimentos, bebidas y tabaco"
New Zealand,Onion(1kg),1.94,"Alimentos, bebidas y tabaco"
Germany,Onion(1kg),1.71,"Alimentos, bebidas y tabaco"
Spain,Onion(1kg),1.69,"Alimentos, bebidas y tabaco"
Estonia,Onion(1kg),0.98,"Alimentos, bebidas y tabaco"
Slovenia,Onion(1kg),1.52,"Alimentos, bebidas y tabaco"
Lithuania,Onion(1kg),0.93,"Alimentos, bebidas y tabaco"
Sweden,Onion(1kg),1.65,"Alimentos, bebidas y tabaco"
Singapore,Onion(1kg),2.25,"Alimentos, bebidas y tabaco"
Portugal,Onion(1kg),1.87,"Alimentos, bebidas y tabaco"
Latvia,Onion(1kg),1.0,"Alimentos, bebidas y tabaco"
Bulgaria,Onion(1kg),1.13,"Alimentos, bebidas y tabaco"
Croatia,Onion(1kg),1.12,"Alimentos, bebidas y tabaco"
Montenegro,Onion(1kg),1.18,"Alimentos, bebidas y tabaco"
Albania,Onion(1kg),1.09,"Alimentos, bebidas y tabaco"
Hungary,Onion(1kg),1.26,"Alimentos, bebidas y tabaco"
Armenia,Onion(1kg),0.64,"Alimentos, bebidas y tabaco"
Panama,Onion(1kg),2.11,"Alimentos, bebidas y tabaco"
Venezuela,Onion(1kg),1.85,"Alimentos, bebidas y tabaco"
Costa Rica,Onion(1kg),2.6,"Alimentos, bebidas y tabaco"
Romania,Onion(1kg),0.96,"Alimentos, bebidas y tabaco"
Mexico,Onion(1kg),1.78,"Alimentos, bebidas y tabaco"
Georgia,Onion(1kg),0.8,"Alimentos, bebidas y tabaco"
Kazakhstan,Onion(1kg),0.52,"Alimentos, bebidas y tabaco"
Hong Kong (China),Onion(1kg),2.65,"Alimentos, bebidas y tabaco"
Azerbaijan,Onion(1kg),0.48,"Alimentos, bebidas y tabaco"
Poland,Onion(1kg),1.15,"Alimentos, bebidas y tabaco"
Slovakia,Onion(1kg),1.35,"Alimentos, bebidas y tabaco"
Czech Republic,Onion(1kg),1.27,"Alimentos, bebidas y tabaco"
Chile,Onion(1kg),1.39,"Alimentos, bebidas y tabaco"
Serbia,Onion(1kg),0.92,"Alimentos, bebidas y tabaco"
Qatar,Onion(1kg),1.09,"Alimentos, bebidas y tabaco"
United Arab Emirates,Onion(1kg),1.09,"Alimentos, bebidas y tabaco"
South Africa,Onion(1kg),1.32,"Alimentos, bebidas y tabaco"
Turkey,Onion(1kg),0.41,"Alimentos, bebidas y tabaco"
Belarus,Onion(1kg),0.66,"Alimentos, bebidas y tabaco"
Russia,Onion(1kg),0.46,"Alimentos, bebidas y tabaco"
Moldova,Onion(1kg),0.69,"Alimentos, bebidas y tabaco"
South Korea,Onion(1kg),2.92,"Alimentos, bebidas y tabaco"
Jordan,Onion(1kg),0.8,"Alimentos, bebidas y tabaco"
Argentina,Onion(1kg),0.85,"Alimentos, bebidas y tabaco"
Cuba,Onion(1kg),2.8,"Alimentos, bebidas y tabaco"
Palestine,Onion(1kg),0.92,"Alimentos, bebidas y tabaco"
Jamaica,Onion(1kg),2.29,"Alimentos, bebidas y tabaco"
Saudi Arabia,Onion(1kg),1.21,"Alimentos, bebidas y tabaco"
Japan,Onion(1kg),2.22,"Alimentos, bebidas y tabaco"
Kuwait,Onion(1kg),0.91,"Alimentos, bebidas y tabaco"
Mauritius,Onion(1kg),1.1,"Alimentos, bebidas y tabaco"
Ukraine,Onion(1kg),0.73,"Alimentos, bebidas y tabaco"
Brazil,Onion(1kg),1.12,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Onion(1kg),1.04,"Alimentos, bebidas y tabaco"
North Macedonia,Onion(1kg),0.91,"Alimentos, bebidas y tabaco"
Oman,Onion(1kg),0.96,"Alimentos, bebidas y tabaco"
Uzbekistan,Onion(1kg),0.47,"Alimentos, bebidas y tabaco"
Taiwan,Onion(1kg),2.26,"Alimentos, bebidas y tabaco"
Colombia,Onion(1kg),1.16,"Alimentos, bebidas y tabaco"
Iraq,Onion(1kg),0.61,"Alimentos, bebidas y tabaco"
Libya,Onion(1kg),0.57,"Alimentos, bebidas y tabaco"
Peru,Onion(1kg),0.88,"Alimentos, bebidas y tabaco"
Iran,Onion(1kg),0.51,"Alimentos, bebidas y tabaco"
Kenya,Onion(1kg),0.93,"Alimentos, bebidas y tabaco"
Egypt,Onion(1kg),0.64,"Alimentos, bebidas y tabaco"
Ecuador,Onion(1kg),1.05,"Alimentos, bebidas y tabaco"
Philippines,Onion(1kg),2.53,"Alimentos, bebidas y tabaco"
Morocco,Onion(1kg),0.69,"Alimentos, bebidas y tabaco"
China,Onion(1kg),0.93,"Alimentos, bebidas y tabaco"
Tunisia,Onion(1kg),0.53,"Alimentos, bebidas y tabaco"
Sri Lanka,Onion(1kg),1.01,"Alimentos, bebidas y tabaco"
India,Onion(1kg),0.41,"Alimentos, bebidas y tabaco"
Malaysia,Onion(1kg),0.94,"Alimentos, bebidas y tabaco"
Bolivia,Onion(1kg),0.86,"Alimentos, bebidas y tabaco"
Thailand,Onion(1kg),1.08,"Alimentos, bebidas y tabaco"
Algeria,Onion(1kg),0.47,"Alimentos, bebidas y tabaco"
Nigeria,Onion(1kg),1.72,"Alimentos, bebidas y tabaco"
Vietnam,Onion(1kg),1.19,"Alimentos, bebidas y tabaco"
Nepal,Onion(1kg),0.61,"Alimentos, bebidas y tabaco"
Indonesia,Onion(1kg),2.05,"Alimentos, bebidas y tabaco"
Bangladesh,Onion(1kg),0.63,"Alimentos, bebidas y tabaco"
Pakistan,Onion(1kg),0.47,"Alimentos, bebidas y tabaco"
Switzerland,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),36700.74,Vehículos
Denmark,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),45112.2,Vehículos
United States,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),26090.55,Vehículos
Belgium,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28810.48,Vehículos
Luxembourg,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29852.95,Vehículos
United Kingdom,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),31246.15,Vehículos
Israel,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),39170.94,Vehículos
Canada,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20344.33,Vehículos
Norway,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),33528.87,Vehículos
Netherlands,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),32147.4,Vehículos
Ireland,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),35144.94,Vehículos
Australia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),21941.22,Vehículos
Greece,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),25890.56,Vehículos
Uruguay,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),40714.4,Vehículos
Cyprus,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),30506.03,Vehículos
Austria,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24800.65,Vehículos
Italy,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29003.13,Vehículos
Malta,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28138.36,Vehículos
France,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29010.76,Vehículos
Finland,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),31851.62,Vehículos
New Zealand,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20830.8,Vehículos
Germany,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29771.63,Vehículos
Spain,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27706.1,Vehículos
Estonia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27547.45,Vehículos
Slovenia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27007.47,Vehículos
Lithuania,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29403.7,Vehículos
Sweden,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28666.42,Vehículos
Singapore,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),117289.05,Vehículos
Portugal,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),36264.6,Vehículos
Latvia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),25857.9,Vehículos
Bulgaria,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),25176.66,Vehículos
Croatia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24831.21,Vehículos
Montenegro,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),30054.67,Vehículos
Albania,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),26036.16,Vehículos
Hungary,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),26742.75,Vehículos
Armenia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),34278.48,Vehículos
Panama,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20188.46,Vehículos
Venezuela,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),35875.0,Vehículos
Costa Rica,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),34166.88,Vehículos
Romania,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),25184.56,Vehículos
Mexico,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24118.27,Vehículos
Georgia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),23129.04,Vehículos
Kazakhstan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28747.57,Vehículos
Hong Kong (China),Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),32511.75,Vehículos
Azerbaijan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),23827.31,Vehículos
Poland,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27213.89,Vehículos
Slovakia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24613.73,Vehículos
Czech Republic,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27223.4,Vehículos
Chile,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),18738.12,Vehículos
Serbia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),25120.33,Vehículos
Qatar,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20130.12,Vehículos
United Arab Emirates,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22645.25,Vehículos
South Africa,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22065.27,Vehículos
Turkey,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),42297.98,Vehículos
Belarus,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24884.62,Vehículos
Russia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28319.53,Vehículos
Moldova,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22679.92,Vehículos
South Korea,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),23750.04,Vehículos
Jordan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),31565.36,Vehículos
Argentina,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24585.88,Vehículos
Cuba,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),78888.89,Vehículos
Palestine,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),40073.56,Vehículos
Jamaica,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),33582.96,Vehículos
Saudi Arabia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),21784.17,Vehículos
Japan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),16179.03,Vehículos
Kuwait,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),18504.68,Vehículos
Mauritius,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),31824.45,Vehículos
Ukraine,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22973.22,Vehículos
Brazil,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),29219.26,Vehículos
Bosnia And Herzegovina,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),23066.73,Vehículos
North Macedonia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27740.08,Vehículos
Oman,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20861.8,Vehículos
Uzbekistan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22319.18,Vehículos
Taiwan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24339.35,Vehículos
Colombia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27129.89,Vehículos
Iraq,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),19982.6,Vehículos
Libya,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),16116.5,Vehículos
Peru,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22885.92,Vehículos
Iran,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),63213.16,Vehículos
Kenya,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),16465.68,Vehículos
Egypt,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27601.59,Vehículos
Ecuador,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27015.8,Vehículos
Philippines,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),20297.13,Vehículos
Morocco,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24636.08,Vehículos
China,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),18204.38,Vehículos
Tunisia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),32118.32,Vehículos
Sri Lanka,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),38421.01,Vehículos
India,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22918.26,Vehículos
Malaysia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),27296.06,Vehículos
Bolivia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),19126.18,Vehículos
Thailand,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),24106.24,Vehículos
Algeria,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),32577.63,Vehículos
Nigeria,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),23815.96,Vehículos
Vietnam,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),33312.87,Vehículos
Nepal,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),46579.06,Vehículos
Indonesia,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28448.07,Vehículos
Bangladesh,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),28050.63,Vehículos
Pakistan,Toyota Corolla Sedan 1.6l 97kW Comfort(Or Equivalent New Car),22482.53,Vehículos
Switzerland,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",2681.0,Enseñanza privada
Denmark,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",499.58,Enseñanza privada
United States,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",1374.38,Enseñanza privada
Belgium,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",602.03,Enseñanza privada
Luxembourg,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",1350.17,Enseñanza privada
United Kingdom,"Preschool(or Kindergarten), Full Day, Private, Monthly for 1 Child",1561.98,Enseñanza privada
